,Year,City,Age Range,Number in Range
3369,2018,"Cincinnati, OH",Under 5 Years,21240
3370,2018,"Cincinnati, OH",65 to 74 Years,21783
3371,2018,"Cincinnati, OH",35 to 44 Years,33573
3372,2018,"Cincinnati, OH",55 to 59 Years,19932
3373,2018,"Cincinnati, OH",5 to 17 Years,43507
3374,2018,"Cincinnati, OH",62 to 64 Years,11041
3375,2018,"Cincinnati, OH",25 to 34 Years,58295
3376,2018,"Cincinnati, OH",60 & 61 Years,7696
3377,2017,"Cincinnati, OH",5 to 17 Years,41641
3378,2017,"Cincinnati, OH",75 Years & Over,17104
3379,2017,"Cincinnati, OH",60 & 61 Years,6308
3380,2017,"Cincinnati, OH",25 to 34 Years,57700
3381,2017,"Cincinnati, OH",62 to 64 Years,10011
3382,2017,"Cincinnati, OH",18 to 24 Years,39481
3383,2017,"Cincinnati, OH",55 to 59 Years,16439
3384,2017,"Cincinnati, OH",35 to 44 Years,35626
3385,2017,"Cincinnati, OH",65 to 74 Years,22189
3386,2017,"Cincinnati, OH",Under 5 Years,21992
3387,2017,"Cincinnati, OH",45 to 54 Years,32814
3388,2016,"Cincinnati, OH",5 to 17 Years,44120
3389,2016,"Cincinnati, OH",18 to 24 Years,40958
3390,2016,"Cincinnati, OH",60 & 61 Years,8585
3391,2016,"Cincinnati, OH",75 Years & Over,15391
3392,2016,"Cincinnati, OH",45 to 54 Years,30948
3393,2016,"Cincinnati, OH",35 to 44 Years,34840
3394,2016,"Cincinnati, OH",62 to 64 Years,9860
3395,2016,"Cincinnati, OH",65 to 74 Years,20889
3396,2016,"Cincinnati, OH",55 to 59 Years,15973
3397,2016,"Cincinnati, OH",Under 5 Years,22484
3398,2016,"Cincinnati, OH",25 to 34 Years,54754
3399,2015,"Cincinnati, OH",25 to 34 Years,55956
3400,2015,"Cincinnati, OH",18 to 24 Years,39007
3401,2015,"Cincinnati, OH",55 to 59 Years,18866
3402,2015,"Cincinnati, OH",75 Years & Over,17217
3403,2015,"Cincinnati, OH",35 to 44 Years,32111
3404,2015,"Cincinnati, OH",60 & 61 Years,7302
3405,2015,"Cincinnati, OH",Under 5 Years,19904
3406,2015,"Cincinnati, OH",5 to 17 Years,44282
3407,2015,"Cincinnati, OH",45 to 54 Years,33667
3408,2015,"Cincinnati, OH",62 to 64 Years,10305
3409,2015,"Cincinnati, OH",65 to 74 Years,19920
3410,2014,"Cincinnati, OH",62 to 64 Years,9195
3411,2014,"Cincinnati, OH",5 to 17 Years,40594
3412,2014,"Cincinnati, OH",Under 5 Years,21683
3413,2014,"Cincinnati, OH",25 to 34 Years,54247
3414,2014,"Cincinnati, OH",55 to 59 Years,20056
3415,2014,"Cincinnati, OH",35 to 44 Years,35403
3416,2014,"Cincinnati, OH",75 Years & Over,16169
3417,2014,"Cincinnati, OH",60 & 61 Years,8022
3418,2014,"Cincinnati, OH",45 to 54 Years,33767
3419,2014,"Cincinnati, OH",18 to 24 Years,40323
3420,2014,"Cincinnati, OH",65 to 74 Years,18703
3421,2013,"Cincinnati, OH",75 Years & Over,14415
3422,2013,"Cincinnati, OH",65 to 74 Years,19138
3423,2013,"Cincinnati, OH",18 to 24 Years,41391
3424,2013,"Cincinnati, OH",62 to 64 Years,8092
3425,2013,"Cincinnati, OH",35 to 44 Years,33541
3426,2013,"Cincinnati, OH",25 to 34 Years,53319
3427,2013,"Cincinnati, OH",60 & 61 Years,7228
3428,2013,"Cincinnati, OH",45 to 54 Years,36989
3429,2013,"Cincinnati, OH",5 to 17 Years,42575
3430,2013,"Cincinnati, OH",55 to 59 Years,19080
3431,2013,"Cincinnati, OH",Under 5 Years,21730
3432,2018,"Cincinnati, OH",18 to 24 Years,38765
3433,2018,"Cincinnati, OH",75 Years & Over,15966
3434,2018,"Cincinnati, OH",45 to 54 Years,30817
3435,2018,"Cincinnati, OH",Under 5 Years,21240
3436,2018,"Cincinnati, OH",65 to 74 Years,21783
3437,2018,"Cincinnati, OH",35 to 44 Years,33573
3438,2018,"Cincinnati, OH",55 to 59 Years,19932
3439,2018,"Cincinnati, OH",5 to 17 Years,43507
3440,2018,"Cincinnati, OH",62 to 64 Years,11041
3441,2018,"Cincinnati, OH",25 to 34 Years,58295
3442,2018,"Cincinnati, OH",60 & 61 Years,7696
3443,2017,"Cincinnati, OH",5 to 17 Years,41641
3444,2017,"Cincinnati, OH",75 Years & Over,17104
3445,2017,"Cincinnati, OH",60 & 61 Years,6308
3446,2017,"Cincinnati, OH",25 to 34 Years,57700
3447,2017,"Cincinnati, OH",62 to 64 Years,10011
3448,2017,"Cincinnati, OH",18 to 24 Years,39481
3449,2017,"Cincinnati, OH",55 to 59 Years,16439
3450,2017,"Cincinnati, OH",35 to 44 Years,35626
3451,2017,"Cincinnati, OH",65 to 74 Years,22189
3452,2017,"Cincinnati, OH",Under 5 Years,21992
3453,2017,"Cincinnati, OH",45 to 54 Years,32814
3454,2016,"Cincinnati, OH",5 to 17 Years,44120
3455,2016,"Cincinnati, OH",18 to 24 Years,40958
3456,2016,"Cincinnati, OH",60 & 61 Years,8585
3457,2016,"Cincinnati, OH",75 Years & Over,15391
3458,2016,"Cincinnati, OH",45 to 54 Years,30948
3459,2016,"Cincinnati, OH",35 to 44 Years,34840
3460,2016,"Cincinnati, OH",62 to 64 Years,9860
3461,2016,"Cincinnati, OH",65 to 74 Years,20889
3462,2016,"Cincinnati, OH",55 to 59 Years,15973
3463,2016,"Cincinnati, OH",Under 5 Years,22484
3464,2016,"Cincinnati, OH",25 to 34 Years,54754
3465,2015,"Cincinnati, OH",25 to 34 Years,55956
3466,2015,"Cincinnati, OH",18 to 24 Years,39007
3467,2015,"Cincinnati, OH",55 to 59 Years,18866
3468,2015,"Cincinnati, OH",75 Years & Over,17217
3469,2015,"Cincinnati, OH",35 to 44 Years,32111
3470,2015,"Cincinnati, OH",60 & 61 Years,7302
3471,2015,"Cincinnati, OH",Under 5 Years,19904
3472,2015,"Cincinnati, OH",5 to 17 Years,44282
3473,2015,"Cincinnati, OH",45 to 54 Years,33667
3474,2015,"Cincinnati, OH",62 to 64 Years,10305
3475,2015,"Cincinnati, OH",65 to 74 Years,19920
3476,2014,"Cincinnati, OH",62 to 64 Years,9195
3477,2014,"Cincinnati, OH",5 to 17 Years,40594
3478,2014,"Cincinnati, OH",Under 5 Years,21683
3479,2014,"Cincinnati, OH",25 to 34 Years,54247
3480,2014,"Cincinnati, OH",55 to 59 Years,20056
3481,2014,"Cincinnati, OH",35 to 44 Years,35403
3482,2014,"Cincinnati, OH",75 Years & Over,16169
3483,2014,"Cincinnati, OH",60 & 61 Years,8022
3484,2014,"Cincinnati, OH",45 to 54 Years,33767
3485,2014,"Cincinnati, OH",18 to 24 Years,40323
3486,2014,"Cincinnati, OH",65 to 74 Years,18703
3487,2013,"Cincinnati, OH",75 Years & Over,14415
3488,2013,"Cincinnati, OH",65 to 74 Years,19138
3489,2013,"Cincinnati, OH",18 to 24 Years,41391
3490,2013,"Cincinnati, OH",62 to 64 Years,8092
3491,2013,"Cincinnati, OH",35 to 44 Years,33541
3492,2013,"Cincinnati, OH",25 to 34 Years,53319
3493,2013,"Cincinnati, OH",60 & 61 Years,7228
3494,2013,"Cincinnati, OH",45 to 54 Years,36989
3495,2013,"Cincinnati, OH",5 to 17 Years,42575
3496,2013,"Cincinnati, OH",55 to 59 Years,19080
3497,2013,"Cincinnati, OH",Under 5 Years,21730
3498,2018,"Cincinnati, OH",18 to 24 Years,38765
3499,2018,"Cincinnati, OH",75 Years & Over,15966
3500,2018,"Cincinnati, OH",45 to 54 Years,30817
3501,2018,"Cincinnati, OH",Under 5 Years,21240
3502,2018,"Cincinnati, OH",65 to 74 Years,21783
3503,2018,"Cincinnati, OH",35 to 44 Years,33573
3504,2018,"Cincinnati, OH",55 to 59 Years,19932
3505,2018,"Cincinnati, OH",5 to 17 Years,43507
3506,2018,"Cincinnati, OH",62 to 64 Years,11041
3507,2018,"Cincinnati, OH",25 to 34 Years,58295
3508,2018,"Cincinnati, OH",60 & 61 Years,7696
3509,2017,"Cincinnati, OH",5 to 17 Years,41641
3510,2017,"Cincinnati, OH",75 Years & Over,17104
3511,2017,"Cincinnati, OH",60 & 61 Years,6308
3512,2017,"Cincinnati, OH",25 to 34 Years,57700
3513,2017,"Cincinnati, OH",62 to 64 Years,10011
3514,2017,"Cincinnati, OH",18 to 24 Years,39481
3515,2017,"Cincinnati, OH",55 to 59 Years,16439
3516,2017,"Cincinnati, OH",35 to 44 Years,35626
3517,2017,"Cincinnati, OH",65 to 74 Years,22189
3518,2017,"Cincinnati, OH",Under 5 Years,21992
3519,2017,"Cincinnati, OH",45 to 54 Years,32814
3520,2016,"Cincinnati, OH",5 to 17 Years,44120
3521,2016,"Cincinnati, OH",18 to 24 Years,40958
3522,2016,"Cincinnati, OH",60 & 61 Years,8585
3523,2016,"Cincinnati, OH",75 Years & Over,15391
3524,2016,"Cincinnati, OH",45 to 54 Years,30948
3525,2016,"Cincinnati, OH",35 to 44 Years,34840
3526,2016,"Cincinnati, OH",62 to 64 Years,9860
3527,2016,"Cincinnati, OH",65 to 74 Years,20889
3528,2016,"Cincinnati, OH",55 to 59 Years,15973
3529,2016,"Cincinnati, OH",Under 5 Years,22484
3530,2016,"Cincinnati, OH",25 to 34 Years,54754
3531,2015,"Cincinnati, OH",25 to 34 Years,55956
3532,2015,"Cincinnati, OH",18 to 24 Years,39007
3533,2015,"Cincinnati, OH",55 to 59 Years,18866
3534,2015,"Cincinnati, OH",75 Years & Over,17217
3535,2015,"Cincinnati, OH",35 to 44 Years,32111
3536,2015,"Cincinnati, OH",60 & 61 Years,7302
3537,2015,"Cincinnati, OH",Under 5 Years,19904
3538,2015,"Cincinnati, OH",5 to 17 Years,44282
3539,2015,"Cincinnati, OH",45 to 54 Years,33667
3540,2015,"Cincinnati, OH",62 to 64 Years,10305
3541,2015,"Cincinnati, OH",65 to 74 Years,19920
3542,2014,"Cincinnati, OH",62 to 64 Years,9195
3543,2014,"Cincinnati, OH",5 to 17 Years,40594
3544,2014,"Cincinnati, OH",Under 5 Years,21683
3545,2014,"Cincinnati, OH",25 to 34 Years,54247
3546,2014,"Cincinnati, OH",55 to 59 Years,20056
3547,2014,"Cincinnati, OH",35 to 44 Years,35403
3548,2014,"Cincinnati, OH",75 Years & Over,16169
3549,2014,"Cincinnati, OH",60 & 61 Years,8022
3550,2014,"Cincinnati, OH",45 to 54 Years,33767
3551,2014,"Cincinnati, OH",18 to 24 Years,40323
3552,2014,"Cincinnati, OH",65 to 74 Years,18703
3553,2013,"Cincinnati, OH",75 Years & Over,14415
3554,2013,"Cincinnati, OH",65 to 74 Years,19138
3555,2013,"Cincinnati, OH",18 to 24 Years,41391
3556,2013,"Cincinnati, OH",62 to 64 Years,8092
3557,2013,"Cincinnati, OH",35 to 44 Years,33541
3558,2013,"Cincinnati, OH",25 to 34 Years,53319
3559,2013,"Cincinnati, OH",60 & 61 Years,7228
3560,2013,"Cincinnati, OH",45 to 54 Years,36989
3561,2013,"Cincinnati, OH",5 to 17 Years,42575
3562,2013,"Cincinnati, OH",55 to 59 Years,19080
3563,2013,"Cincinnati, OH",Under 5 Years,21730
3564,2018,"Columbus, OH",18 to 24 Years,102707
3565,2018,"Columbus, OH",75 Years & Over,35757
3566,2018,"Columbus, OH",45 to 54 Years,100101
3567,2018,"Columbus, OH",Under 5 Years,64154
3568,2018,"Columbus, OH",65 to 74 Years,60388
3569,2018,"Columbus, OH",35 to 44 Years,116775
3570,2018,"Columbus, OH",55 to 59 Years,45912
3571,2018,"Columbus, OH",5 to 17 Years,135152
3572,2018,"Columbus, OH",62 to 64 Years,26947
3573,2018,"Columbus, OH",25 to 34 Years,187258
3574,2018,"Columbus, OH",60 & 61 Years,20726
3575,2017,"Columbus, OH",5 to 17 Years,136252
3576,2017,"Columbus, OH",75 Years & Over,36498
3577,2017,"Columbus, OH",60 & 61 Years,18104
3578,2017,"Columbus, OH",25 to 34 Years,182309
3579,2017,"Columbus, OH",62 to 64 Years,25591
3580,2017,"Columbus, OH",18 to 24 Years,100680
3581,2017,"Columbus, OH",55 to 59 Years,49104
3582,2017,"Columbus, OH",35 to 44 Years,112831
3583,2017,"Columbus, OH",65 to 74 Years,53336
3584,2017,"Columbus, OH",Under 5 Years,63463
3585,2017,"Columbus, OH",45 to 54 Years,103733
3586,2016,"Columbus, OH",5 to 17 Years,134384
3587,2016,"Columbus, OH",18 to 24 Years,95581
3588,2016,"Columbus, OH",60 & 61 Years,17348
3589,2016,"Columbus, OH",75 Years & Over,30479
3590,2016,"Columbus, OH",45 to 54 Years,101442
3591,2016,"Columbus, OH",35 to 44 Years,111585
3592,2016,"Columbus, OH",62 to 64 Years,24096
3593,2016,"Columbus, OH",65 to 74 Years,53549
3594,2016,"Columbus, OH",55 to 59 Years,49639
3595,2016,"Columbus, OH",Under 5 Years,63855
3596,2016,"Columbus, OH",25 to 34 Years,180685
3597,2015,"Columbus, OH",25 to 34 Years,174071
3598,2015,"Columbus, OH",18 to 24 Years,100226
3599,2015,"Columbus, OH",55 to 59 Years,48771
3600,2015,"Columbus, OH",75 Years & Over,33282
3601,2015,"Columbus, OH",35 to 44 Years,112919
3602,2015,"Columbus, OH",60 & 61 Years,17490
3603,2015,"Columbus, OH",Under 5 Years,62390
3604,2015,"Columbus, OH",5 to 17 Years,126439
3605,2015,"Columbus, OH",45 to 54 Years,99193
3606,2015,"Columbus, OH",62 to 64 Years,23496
3607,2015,"Columbus, OH",65 to 74 Years,50790
3608,2014,"Columbus, OH",62 to 64 Years,23869
3609,2014,"Columbus, OH",5 to 17 Years,127547
3610,2014,"Columbus, OH",Under 5 Years,61034
3611,2014,"Columbus, OH",25 to 34 Years,170759
3612,2014,"Columbus, OH",55 to 59 Years,45933
3613,2014,"Columbus, OH",35 to 44 Years,111077
3614,2014,"Columbus, OH",75 Years & Over,32838
3615,2014,"Columbus, OH",60 & 61 Years,15638
3616,2014,"Columbus, OH",45 to 54 Years,101215
3617,2014,"Columbus, OH",18 to 24 Years,102564
3618,2014,"Columbus, OH",65 to 74 Years,43819
3619,2013,"Columbus, OH",75 Years & Over,32383
3620,2013,"Columbus, OH",65 to 74 Years,42928
3621,2013,"Columbus, OH",18 to 24 Years,98955
3622,2013,"Columbus, OH",62 to 64 Years,20451
3623,2013,"Columbus, OH",35 to 44 Years,110636
3624,2013,"Columbus, OH",25 to 34 Years,162454
3625,2013,"Columbus, OH",60 & 61 Years,17116
3626,2013,"Columbus, OH",45 to 54 Years,101937
3627,2013,"Columbus, OH",5 to 17 Years,128711
3628,2013,"Columbus, OH",55 to 59 Years,45625
3629,2013,"Columbus, OH",Under 5 Years,61566
3630,2018,"Columbus, OH",18 to 24 Years,102707
3631,2018,"Columbus, OH",75 Years & Over,35757
3632,2018,"Columbus, OH",45 to 54 Years,100101
3633,2018,"Columbus, OH",Under 5 Years,64154
3634,2018,"Columbus, OH",65 to 74 Years,60388
3635,2018,"Columbus, OH",35 to 44 Years,116775
3636,2018,"Columbus, OH",55 to 59 Years,45912
3637,2018,"Columbus, OH",5 to 17 Years,135152
3638,2018,"Columbus, OH",62 to 64 Years,26947
3639,2018,"Columbus, OH",25 to 34 Years,187258
3640,2018,"Columbus, OH",60 & 61 Years,20726
3641,2017,"Columbus, OH",5 to 17 Years,136252
3642,2017,"Columbus, OH",75 Years & Over,36498
3643,2017,"Columbus, OH",60 & 61 Years,18104
3644,2017,"Columbus, OH",25 to 34 Years,182309
3645,2017,"Columbus, OH",62 to 64 Years,25591
3646,2017,"Columbus, OH",18 to 24 Years,100680
3647,2017,"Columbus, OH",55 to 59 Years,49104
3648,2017,"Columbus, OH",35 to 44 Years,112831
3649,2017,"Columbus, OH",65 to 74 Years,53336
3650,2017,"Columbus, OH",Under 5 Years,63463
3651,2017,"Columbus, OH",45 to 54 Years,103733
3652,2016,"Columbus, OH",5 to 17 Years,134384
3653,2016,"Columbus, OH",18 to 24 Years,95581
3654,2016,"Columbus, OH",60 & 61 Years,17348
3655,2016,"Columbus, OH",75 Years & Over,30479
3656,2016,"Columbus, OH",45 to 54 Years,101442
3657,2016,"Columbus, OH",35 to 44 Years,111585
3658,2016,"Columbus, OH",62 to 64 Years,24096
3659,2016,"Columbus, OH",65 to 74 Years,53549
3660,2016,"Columbus, OH",55 to 59 Years,49639
3661,2016,"Columbus, OH",Under 5 Years,63855
3662,2016,"Columbus, OH",25 to 34 Years,180685
3663,2015,"Columbus, OH",25 to 34 Years,174071
3664,2015,"Columbus, OH",18 to 24 Years,100226
3665,2015,"Columbus, OH",55 to 59 Years,48771
3666,2015,"Columbus, OH",75 Years & Over,33282
3667,2015,"Columbus, OH",35 to 44 Years,112919
3668,2015,"Columbus, OH",60 & 61 Years,17490
3669,2015,"Columbus, OH",Under 5 Years,62390
3670,2015,"Columbus, OH",5 to 17 Years,126439
3671,2015,"Columbus, OH",45 to 54 Years,99193
3672,2015,"Columbus, OH",62 to 64 Years,23496
3673,2015,"Columbus, OH",65 to 74 Years,50790
3674,2014,"Columbus, OH",62 to 64 Years,23869
3675,2014,"Columbus, OH",5 to 17 Years,127547
3676,2014,"Columbus, OH",Under 5 Years,61034
3677,2014,"Columbus, OH",25 to 34 Years,170759
3678,2014,"Columbus, OH",55 to 59 Years,45933
3679,2014,"Columbus, OH",35 to 44 Years,111077
3680,2014,"Columbus, OH",75 Years & Over,32838
3681,2014,"Columbus, OH",60 & 61 Years,15638
3682,2014,"Columbus, OH",45 to 54 Years,101215
3683,2014,"Columbus, OH",18 to 24 Years,102564
3684,2014,"Columbus, OH",65 to 74 Years,43819
3685,2013,"Columbus, OH",75 Years & Over,32383
3686,2013,"Columbus, OH",65 to 74 Years,42928
3687,2013,"Columbus, OH",18 to 24 Years,98955
3688,2013,"Columbus, OH",62 to 64 Years,20451
3689,2013,"Columbus, OH",35 to 44 Years,110636
3690,2013,"Columbus, OH",25 to 34 Years,162454
3691,2013,"Columbus, OH",60 & 61 Years,17116
3692,2013,"Columbus, OH",45 to 54 Years,101937
3693,2013,"Columbus, OH",5 to 17 Years,128711
3694,2013,"Columbus, OH",55 to 59 Years,45625
3695,2013,"Columbus, OH",Under 5 Years,61566
3696,2018,"Columbus, OH",18 to 24 Years,102707
3697,2018,"Columbus, OH",75 Years & Over,35757
3698,2018,"Columbus, OH",45 to 54 Years,100101
3699,2018,"Columbus, OH",Under 5 Years,64154
3700,2018,"Columbus, OH",65 to 74 Years,60388
3701,2018,"Columbus, OH",35 to 44 Years,116775
3702,2018,"Columbus, OH",55 to 59 Years,45912
3703,2018,"Columbus, OH",5 to 17 Years,135152
3704,2018,"Columbus, OH",62 to 64 Years,26947
3705,2018,"Columbus, OH",25 to 34 Years,187258
3706,2018,"Columbus, OH",60 & 61 Years,20726
3707,2017,"Columbus, OH",5 to 17 Years,136252
3708,2017,"Columbus, OH",75 Years & Over,36498
3709,2017,"Columbus, OH",60 & 61 Years,18104
3710,2017,"Columbus, OH",25 to 34 Years,182309
3711,2017,"Columbus, OH",62 to 64 Years,25591
3712,2017,"Columbus, OH",18 to 24 Years,100680
3713,2017,"Columbus, OH",55 to 59 Years,49104
3714,2017,"Columbus, OH",35 to 44 Years,112831
3715,2017,"Columbus, OH",65 to 74 Years,53336
3716,2017,"Columbus, OH",Under 5 Years,63463
3717,2017,"Columbus, OH",45 to 54 Years,103733
3718,2016,"Columbus, OH",5 to 17 Years,134384
3719,2016,"Columbus, OH",18 to 24 Years,95581
3720,2016,"Columbus, OH",60 & 61 Years,17348
3721,2016,"Columbus, OH",75 Years & Over,30479
3722,2016,"Columbus, OH",45 to 54 Years,101442
3723,2016,"Columbus, OH",35 to 44 Years,111585
3724,2016,"Columbus, OH",62 to 64 Years,24096
3725,2016,"Columbus, OH",65 to 74 Years,53549
3726,2016,"Columbus, OH",55 to 59 Years,49639
3727,2016,"Columbus, OH",Under 5 Years,63855
3728,2016,"Columbus, OH",25 to 34 Years,180685
3729,2015,"Columbus, OH",25 to 34 Years,174071
3730,2015,"Columbus, OH",18 to 24 Years,100226
3731,2015,"Columbus, OH",55 to 59 Years,48771
3732,2015,"Columbus, OH",75 Years & Over,33282
3733,2015,"Columbus, OH",35 to 44 Years,112919
3734,2015,"Columbus, OH",60 & 61 Years,17490
3735,2015,"Columbus, OH",Under 5 Years,62390
3736,2015,"Columbus, OH",5 to 17 Years,126439
3737,2015,"Columbus, OH",45 to 54 Years,99193
3738,2015,"Columbus, OH",62 to 64 Years,23496
3739,2015,"Columbus, OH",65 to 74 Years,50790
3740,2014,"Columbus, OH",62 to 64 Years,23869
3741,2014,"Columbus, OH",5 to 17 Years,127547
3742,2014,"Columbus, OH",Under 5 Years,61034
3743,2014,"Columbus, OH",25 to 34 Years,170759
3744,2014,"Columbus, OH",55 to 59 Years,45933
3745,2014,"Columbus, OH",35 to 44 Years,111077
3746,2014,"Columbus, OH",75 Years & Over,32838
3747,2014,"Columbus, OH",60 & 61 Years,15638
3748,2014,"Columbus, OH",45 to 54 Years,101215
3749,2014,"Columbus, OH",18 to 24 Years,102564
3750,2014,"Columbus, OH",65 to 74 Years,43819
3751,2013,"Columbus, OH",75 Years & Over,32383
3752,2013,"Columbus, OH",65 to 74 Years,42928
3753,2013,"Columbus, OH",18 to 24 Years,98955
3754,2013,"Columbus, OH",62 to 64 Years,20451
3755,2013,"Columbus, OH",35 to 44 Years,110636
3756,2013,"Columbus, OH",25 to 34 Years,162454
3757,2013,"Columbus, OH",60 & 61 Years,17116
3758,2013,"Columbus, OH",45 to 54 Years,101937
3759,2013,"Columbus, OH",5 to 17 Years,128711
3760,2013,"Columbus, OH",55 to 59 Years,45625
3761,2013,"Columbus, OH",Under 5 Years,61566
3762,2018,"Columbus, OH",18 to 24 Years,102707
3763,2018,"Columbus, OH",75 Years & Over,35757
3764,2018,"Columbus, OH",45 to 54 Years,100101
3765,2018,"Columbus, OH",Under 5 Years,64154
3766,2018,"Columbus, OH",65 to 74 Years,60388
3767,2018,"Columbus, OH",35 to 44 Years,116775
3768,2018,"Columbus, OH",55 to 59 Years,45912
3769,2018,"Columbus, OH",5 to 17 Years,135152
3770,2018,"Columbus, OH",62 to 64 Years,26947
3771,2018,"Columbus, OH",25 to 34 Years,187258
3772,2018,"Columbus, OH",60 & 61 Years,20726
3773,2017,"Columbus, OH",5 to 17 Years,136252
3774,2017,"Columbus, OH",75 Years & Over,36498
3775,2017,"Columbus, OH",60 & 61 Years,18104
3776,2017,"Columbus, OH",25 to 34 Years,182309
3777,2017,"Columbus, OH",62 to 64 Years,25591
3778,2017,"Columbus, OH",18 to 24 Years,100680
3779,2017,"Columbus, OH",55 to 59 Years,49104
3780,2017,"Columbus, OH",35 to 44 Years,112831
3781,2017,"Columbus, OH",65 to 74 Years,53336
3782,2017,"Columbus, OH",Under 5 Years,63463
3783,2017,"Columbus, OH",45 to 54 Years,103733
3784,2016,"Columbus, OH",5 to 17 Years,134384
3785,2016,"Columbus, OH",18 to 24 Years,95581
3786,2016,"Columbus, OH",60 & 61 Years,17348
3787,2016,"Columbus, OH",75 Years & Over,30479
3788,2016,"Columbus, OH",45 to 54 Years,101442
3789,2016,"Columbus, OH",35 to 44 Years,111585
3790,2016,"Columbus, OH",62 to 64 Years,24096
3791,2016,"Columbus, OH",65 to 74 Years,53549
3792,2016,"Columbus, OH",55 to 59 Years,49639
3793,2016,"Columbus, OH",Under 5 Years,63855
3794,2016,"Columbus, OH",25 to 34 Years,180685
3795,2015,"Columbus, OH",25 to 34 Years,174071
3796,2015,"Columbus, OH",18 to 24 Years,100226
3797,2015,"Columbus, OH",55 to 59 Years,48771
3798,2015,"Columbus, OH",75 Years & Over,33282
3799,2015,"Columbus, OH",35 to 44 Years,112919
3800,2015,"Columbus, OH",60 & 61 Years,17490
3801,2015,"Columbus, OH",Under 5 Years,62390
3802,2015,"Columbus, OH",5 to 17 Years,126439
3803,2015,"Columbus, OH",45 to 54 Years,99193
3804,2015,"Columbus, OH",62 to 64 Years,23496
3805,2015,"Columbus, OH",65 to 74 Years,50790
3806,2014,"Columbus, OH",62 to 64 Years,23869
3807,2014,"Columbus, OH",5 to 17 Years,127547
3808,2014,"Columbus, OH",Under 5 Years,61034
3809,2014,"Columbus, OH",25 to 34 Years,170759
3810,2014,"Columbus, OH",55 to 59 Years,45933
3811,2014,"Columbus, OH",35 to 44 Years,111077
3812,2014,"Columbus, OH",75 Years & Over,32838
3813,2014,"Columbus, OH",60 & 61 Years,15638
3814,2014,"Columbus, OH",45 to 54 Years,101215
3815,2014,"Columbus, OH",18 to 24 Years,102564
3816,2014,"Columbus, OH",65 to 74 Years,43819
3817,2013,"Columbus, OH",75 Years & Over,32383
3818,2013,"Columbus, OH",65 to 74 Years,42928
3819,2013,"Columbus, OH",18 to 24 Years,98955
3820,2013,"Columbus, OH",62 to 64 Years,20451
3821,2013,"Columbus, OH",35 to 44 Years,110636
3822,2013,"Columbus, OH",25 to 34 Years,162454
3823,2013,"Columbus, OH",60 & 61 Years,17116
3824,2013,"Columbus, OH",45 to 54 Years,101937
3825,2013,"Columbus, OH",5 to 17 Years,128711
3826,2013,"Columbus, OH",55 to 59 Years,45625
3827,2013,"Columbus, OH",Under 5 Years,61566
